id	sentence	english	created_at
4771	我們週末去公園看別人打棒球。	We are going to the park this weekend to watch people play baseball.	2026-06-29 17:02:44
4772	請把桌子搬到沙發旁邊放好。	Please move the table next to the sofa and place it properly.	2026-06-29 17:02:44
4773	我想要去圖書館讀一下英文。	I want to go to the library to study some English for a bit.	2026-06-29 17:02:44
4774	這本書的內容太深奧我看不懂。	The content of this book is too profound; I don't understand it.	2026-06-29 17:02:44
4775	謝謝你送我的生日禮物，我很喜歡。	Thank you for the birthday gift you gave me; I like it a lot.	2026-06-29 17:02:44
4776	我們公司九月份要舉辦員工旅遊。	Our company is going to hold an employee trip in September.	2026-06-29 17:02:44
4777	外面突然下大雨，現在又停了。	It suddenly rained heavily outside, and now it has stopped again.	2026-06-29 17:02:44
4778	這款手機的耗電量真的非常低。	The power consumption of this phone model is really very low.	2026-06-29 17:02:44
4779	你要不要跟我一起去打網球？	Do you want to go play tennis with me?	2026-06-29 17:02:44
4780	路口旁邊那家飲料店很有名。	That drink shop next to the intersection is very famous.	2026-06-29 17:02:44
4781	他從小就很喜歡躺在床上讀書。	He has loved reading while lying in bed since he was a child.	2026-06-29 17:02:44
4782	如果看不懂的話，可以隨時問我。	If you don't understand, you can ask me anytime.	2026-06-29 17:02:44
4783	真的太謝謝你了，幫了我一個大忙。	Thank you so really much, you helped me a big favor.	2026-06-29 17:02:44
4784	這家店的九號套餐看起來很好吃。	Number nine combo at this shop looks very delicious.	2026-06-29 17:02:44
4785	他一邊聽音樂，又一邊在寫作業。	He is listening to music while writing his homework at the same time.	2026-06-29 17:02:44
4786	現在年輕人的起薪真的有點低。	The starting salary for young people nowadays is really a bit low.	2026-06-29 17:02:44
4787	我把那顆籃球放在陽台的角落。	I put that basketball in the corner of the balcony.	2026-06-29 17:02:44
4788	學校旁邊開了一家新的早餐店。	A new breakfast shop opened next to the school.	2026-06-29 17:02:44
4789	你把這段文字大聲讀出來看看。	Try reading this paragraph of text out loud.	2026-06-29 17:02:44
4790	他這個人做人處事非常懂事。	This guy conducts himself and handles things very maturely.	2026-06-29 17:02:44
4791	謝先生今天好像請假沒有來上班。	Mr. Hsieh seems to have taken a day off and didn't come to work today.	2026-06-29 17:02:44
4792	這台巴士大約九分鐘之後會來。	This bus will arrive in about nine minutes.	2026-06-29 17:02:44
4793	你怎麼剛吃飽，現在又想吃點心。	How come you just ate your fill, and now you want to eat snacks again.	2026-06-29 17:02:44
4794	這裡的地勢比較低，要注意積水。	The terrain here is relatively low; watch out for accumulated water.	2026-06-29 17:02:44
4795	他每次去夜市都喜歡玩彈珠台。	Every time he goes to the night market, he likes playing pinball.	2026-06-29 17:02:44
4796	我剛才在公車站旁邊看到你朋友。	I saw your friend next to the bus stop just now.	2026-06-29 17:02:44
4797	他在國外讀書讀了很多年才回來。	He studied abroad for many years before coming back.	2026-06-29 17:02:44
4798	我完全不懂他為什麼要這樣做。	I completely don't understand why he wants to do this.	2026-06-29 17:02:44
4799	真的很謝謝大家今天抽空來參加。	Thank you all so very much for taking the time to attend today.	2026-06-29 17:02:44
4800	我阿嬤今年已經九十多歲了。	My grandmother is already over ninety years old this year.	2026-06-29 17:02:44
4801	這件事情聽起來很有趣，又很刺激。	This thing sounds very interesting and also very exciting.	2026-06-29 17:02:44
4802	他的聲音太低了，我快要聽不到了。	His voice is too low; I can barely hear it.	2026-06-29 17:02:44
4803	我們去地球村美日語諮詢看看。	Let's go to Global Village to consult about English and Japanese.	2026-06-29 17:02:44
4804	床旁邊放了一個小桌子可以放手機。	A small table is placed next to the bed to hold a phone.	2026-06-29 17:02:44
4805	你今天讀了幾篇英文報導呢？	How many English reports did you read today?	2026-06-29 17:02:44
4806	只要多練習幾次，你就會弄懂了。	As long as you practice a few more times, you will get it.	2026-06-29 17:02:44
4807	千萬不要忘記跟人家說聲謝謝。	By all means do not forget to say thank you to people.	2026-06-29 17:02:44
4808	我買了九顆蘋果，打算晚上來吃。	I bought nine apples and plan to eat them tonight.	2026-06-29 17:02:44
4809	你今天怎麼走錯路，現在又遲到。	How did you take the wrong way today, and now you are late again.	2026-06-29 17:02:44
4810	低溫特報來襲，出門要多穿一點。	The low-temperature special report is striking; wear more when going out.	2026-06-29 17:02:44
4811	他桌上有一顆很漂亮的玻璃球。	There is a very beautiful glass marble on his desk.	2026-06-29 17:02:44
4812	那隻流浪貓很可愛，它一直在叫。	That stray cat is very cute; it keeps meowing.	2026-06-29 17:07:12
4813	我很怕冷，所以冬天都不想出門。	I'm very afraid of the cold, so I don't want to go out in winter.	2026-06-29 17:07:12
4814	他是我大學時期就認識的男朋友。	He is the boyfriend I've known since my university days.	2026-06-29 17:07:12
4815	我下個月要坐飛機去日本玩。	I am going to take a plane to Japan for a vacation next month.	2026-06-29 17:07:12
4816	這件衣服在打折，只要幾百塊。	This piece of clothing is on sale; it only costs a few hundred bucks.	2026-06-29 17:07:12
4817	這些水果看起來都很新鮮好吃。	These fruits all look very fresh and delicious.	2026-06-29 17:07:12
4818	時間不早了，我們該準備回家了。	It's getting late; we should get ready to go home.	2026-06-29 17:07:12
4819	你身上的錢夠不夠付這頓晚餐？	Is the money on you enough to pay for this dinner?	2026-06-29 17:07:12
4820	那台除濕機壞了，它一直漏水。	That dehumidifier is broken; it keeps leaking water.	2026-06-29 17:07:12
4821	你不用怕，這隻狗其實很溫柔。	You don't need to be afraid; this dog is actually very gentle.	2026-06-29 17:07:12
4822	那個男生長得很高，而且很帥。	That guy is very tall and very handsome.	2026-06-29 17:07:12
4823	天上有好多鳥在飛，真漂亮。	There are so many birds flying in the sky; it's really beautiful.	2026-06-29 17:07:12
4824	這家餐廳每天都有幾百人來排隊。	Hundreds of people line up at this restaurant every day.	2026-06-29 17:07:12
4825	有一些事情我現在不方便跟你說。	There are some things that are not convenient for me to tell you right now.	2026-06-29 17:07:12
4826	你該不會忘記今天有重要會議吧？	You didn't happen to forget there's an important meeting today, did you?	2026-06-29 17:07:12
4827	這些食物應該夠我們吃兩天了。	This food should be enough for us to eat for two days.	2026-06-29 17:07:12
4828	這台電腦很好用，它速度非常快。	This computer is very useful; its speed is extremely fast.	2026-06-29 17:07:12
4829	我真的很怕蛇，看到就會起雞皮疙瘩。	I'm really afraid of snakes; I get goosebumps whenever I see one.	2026-06-29 17:07:12
4830	我弟今年念高職，班上都是男生。	My younger brother is attending a vocational high school this year, and his class is all boys.	2026-06-29 17:07:12
4831	那家航空公司飛日本的機票很便宜。	That airline's plane tickets to Japan are very cheap.	2026-06-29 17:07:12
4832	我這張發票中了兩百塊，超開心的。	This receipt of mine won two hundred bucks; I'm super happy.	2026-06-29 17:07:12
4833	你把這些垃圾拿去外面的垃圾桶丟。	Take these pieces of trash and throw them in the trash can outside.	2026-06-29 17:07:12
4834	我覺得你該找個時間跟她好好聊聊。	I think you should find some time to have a good chat with her.	2026-06-29 17:07:12
4835	我今天睡得不夠，現在頭有點痛。	I didn't get enough sleep today; my head hurts a bit now.	2026-06-29 17:07:12
4836	那棵樹好大，它的葉子形狀很特別。	That tree is so big; the shape of its leaves is very unique.	2026-06-29 17:07:12
4837	你不要怕犯錯，多練習就會進步。	Don't be afraid of making mistakes; you'll improve with more practice.	2026-06-29 17:07:12
4838	他是個很有責任感的成熟男人。	He is a mature man with a great sense of responsibility.	2026-06-29 17:07:12
4839	蚊子一直在房間裡飛，真的很煩。	Mosquitoes keep flying around the room; it's really annoying.	2026-06-29 17:07:12
4840	這台吸塵器要幾千塊，不是幾百塊。	This vacuum cleaner costs a few thousand bucks, not a few hundred.	2026-06-29 17:07:12
4841	有些話放在心裡久了會很難受。	Some words will make you feel bad if kept in your heart for too long.	2026-06-29 17:07:12
4842	我們不該在背後這樣批評別人。	We shouldn't criticize other people behind their backs like this.	2026-06-29 17:07:12
4843	他存的錢已經夠買一台二手車了。	The money he saved is already enough to buy a used car.	2026-06-29 17:07:12
4844	這張沙發很舒服，它的材質很軟。	This sofa is very comfortable; its material is very soft.	2026-06-29 17:07:12
4845	我最怕主管突然在群組裡面標記我。	I'm most afraid of my supervisor suddenly tagging me in the group chat.	2026-06-29 17:07:12
4846	現在男女平權，家事要分工合作。	Nowadays men and women are equal; housework should be shared.	2026-06-29 17:07:12
4847	小鳥從窗戶飛進來，把我嚇了一跳。	A little bird flew in through the window and startled me.	2026-06-29 17:07:12
4848	我考了一百分，媽媽說要帶我吃大餐。	I scored a hundred points; mom said she would take me out for a big meal.	2026-06-29 17:07:12
4849	你買這麼多東西，是要分給哪些人？	You bought so many things; which people are you going to share them with?	2026-06-29 17:07:12
4850	既然生病了，你就該在家好好休息。	Since you are sick, you should take a good rest at home.	2026-06-29 17:07:12
4851	你煮的菜份量很夠，大家都吃很飽。	The portion of the food you cooked is quite enough; everyone is very full.	2026-06-29 17:07:12
4852	那隻手錶雖然舊，它的功能還很好。	Although that watch is old, its functions are still very good.	2026-06-29 17:07:12
4853	我好怕明天的英文口試會考砸喔。	I'm so afraid that I'll mess up tomorrow's English oral exam.	2026-06-29 17:07:12
4854	那個男的看起來鬼鬼祟祟的，好可疑。	That guy looks sneaky and suspicious.	2026-06-29 17:07:12
4855	蒼蠅一直在食物旁邊飛，很不衛生。	Flies keep flying around the food; it's very unhygienic.	2026-06-29 17:07:12
4856	這本小說有幾百頁，我一天就看完。	This novel has a few hundred pages; I finished reading it in one day.	2026-06-29 17:07:12
4857	我最近買了一些露營用的新裝備。	I bought some new gear for camping recently.	2026-06-29 17:07:12
4858	遇到問題該想辦法解決，而不是逃避。	When encountering problems, one should find ways to solve them, not avoid them.	2026-06-29 17:07:12
4859	我只有一個胃，真的不夠吃這麼多。	I only have one stomach; it's really not enough to eat this much.	2026-06-29 17:07:12
4860	這杯飲料它的甜度可以做調整嗎？	Can the sweetness level of this drink be adjusted?	2026-06-29 17:07:12
4861	我最怕坐雲霄飛車，那真的太恐怖。	I am most afraid of riding roller coasters; that is truly too terrifying.	2026-06-29 17:07:12
4863	可以請你先跟大家自我介紹一下嗎？	Could you please introduce yourself to everyone first?	2026-06-29 17:08:26
4864	這件事情我自己處理就可以了。	I can handle this matter by myself.	2026-06-29 17:08:26
4865	因為下大雨的關係，比賽取消了。	Because of the heavy rain, the match was canceled.	2026-06-29 17:08:26
4866	新來的同事自我介紹得很幽默。	The new colleague introduced himself very humorously.	2026-06-29 17:08:26
4867	你應該要對自己更有信心一點。	You should have a bit more confidence in yourself.	2026-06-29 17:08:26
4868	我因為睡過頭，所以上班遲到了。	Because I overslept, I was late for work.	2026-06-29 17:08:26
4869	老闆叫我幫大家介紹這款新產品。	The boss asked me to introduce this new product to everyone.	2026-06-29 17:08:26
4870	每個人都有自己想追求的夢想。	Everyone has their own dreams that they want to pursue.	2026-06-29 17:08:26
4871	他因為生病，今天請假沒有來。	Because he is sick, he took the day off and didn't come today.	2026-06-29 17:08:26
4872	請幫我介紹一下這附近好吃的美食。	Please introduce some delicious food around here to me.	2026-06-29 17:08:26
4873	這是我自己親手做的巧克力蛋糕。	This is a chocolate cake that I made with my own hands.	2026-06-29 17:08:26
4874	因為有你的幫忙，事情才能順利完成。	Because of your help, things could be completed smoothly.	2026-06-29 17:08:26
4875	我來為你們介紹今天的主廚推薦。	Let me introduce today's chef's recommendation to you all.	2026-06-29 17:08:26
4876	我覺得你還是自己去問他比較好。	I think it's better if you go ask him yourself.	2026-06-29 17:08:26
4877	他因故無法出席今晚的畢業晚會。	He cannot attend tonight's graduation party due to unforeseen reasons.	2026-06-29 17:08:26
